司机id,总收益,总跑单量,总空载距离,完成最后一单的时刻
145,392.79725228999996,7.0,54.88435775883677,2022-06-30 00:57:23
146,492.36779219,7.0,32.52814747070546,2022-06-30 00:21:30
147,311.04462018000004,8.0,54.63858079392191,2022-06-30 00:19:23
148,629.84460272,6.0,23.06803201522894,2022-06-30 01:04:24
149,437.19077769,8.0,38.887049770225985,2022-06-30 00:31:04
150,485.08923424,7.0,49.290182271767065,2022-06-30 00:26:22
151,409.75710614,7.0,38.99616926163664,2022-06-30 00:07:13
152,457.16313926,7.0,38.260708702256174,2022-06-30 00:20:17
153,407.60175752,6.0,46.847713216576274,2022-06-30 00:07:25
154,427.60773254000003,7.0,44.044801436221505,2022-06-30 00:22:46
155,569.53601103,7.0,40.16014383954343,2022-06-30 01:02:20
156,410.29911951,6.0,37.66231543307445,2022-06-30 00:32:28
157,561.2430568999999,6.0,26.035931622059124,2022-06-30 00:28:38
158,374.34281259,7.0,55.5337852152755,2022-06-30 00:20:33
159,470.65027856,6.0,45.28664865023012,2022-06-30 00:21:01
160,394.73948922,6.0,58.202993577124055,2022-06-30 00:47:42
161,545.63288186,7.0,40.804147031025884,2022-06-30 01:00:50
162,451.29144694999997,5.0,33.928163320455766,2022-06-30 00:23:30
163,575.92662131,7.0,27.228847625954028,2022-06-30 00:23:40
164,431.80959865000005,8.0,51.260479161495766,2022-06-30 00:59:26
165,590.29765937,6.0,29.484029973354964,2022-06-30 00:46:36
166,485.10173086000003,7.0,44.357899552332384,2022-06-30 00:52:44
167,442.51624066,7.0,34.855900608183276,2022-06-30 00:19:50
168,466.42170099,7.0,40.31959370236313,2022-06-30 00:54:34
169,380.02124749999996,8.0,57.46570857704884,2022-06-30 00:45:13
170,553.1464780299999,6.0,28.03157234027999,2022-06-30 00:22:09
171,494.60083632999994,7.0,24.745987687979415,2022-06-30 00:09:14
172,383.82795688,10.0,48.692424295226544,2022-06-30 00:55:03
173,317.03286861,7.0,65.72206599638734,2022-06-30 00:16:20
174,296.04936367,8.0,56.08875723334795,2022-06-30 00:23:21
175,424.97342671999996,6.0,34.63020603387043,2022-06-30 00:07:08
176,442.81378557999994,7.0,38.28424516909563,2022-06-30 00:27:53
177,424.18573095,5.0,37.14683536727329,2022-06-30 00:12:33
178,533.1590217300001,6.0,26.30485175462045,2022-06-30 00:36:57
179,357.04131087,7.0,49.83166669007902,2022-06-30 00:28:35
180,258.49135163,8.0,72.588680174069,2022-06-30 00:05:41
181,414.3512186699999,9.0,44.78352804524383,2022-06-30 00:05:35
182,364.78093245,8.0,42.42501424818224,2022-06-30 00:16:31
183,475.10034731999997,6.0,40.26927016222248,2022-06-30 00:24:52
184,499.78895512,6.0,40.52880812763703,2022-06-30 00:31:21
185,406.13105817999997,7.0,52.769743869078845,2022-06-30 00:39:08
186,535.14235003,7.0,42.05022387080275,2022-06-30 01:49:08
187,585.76124983,7.0,25.257792724299627,2022-06-30 00:25:50
188,536.9229848699999,8.0,37.391890445283614,2022-06-30 00:56:26
189,436.48115830999996,8.0,46.2532573009327,2022-06-30 00:22:40
190,460.84095673,8.0,48.36026513248354,2022-06-30 00:43:59
191,504.33824675,8.0,34.003814529966036,2022-06-30 00:41:06
192,417.35429249,8.0,35.957008142984726,2022-06-30 00:38:13
193,387.33003720999994,8.0,43.43649890409925,2022-06-30 00:10:03
194,420.71647494,8.0,46.01695185788192,2022-06-30 00:50:40
195,531.07944564,7.0,42.27041943916432,2022-06-30 01:06:40
196,601.48222866,7.0,25.28768714908196,2022-06-30 00:34:49
197,495.78166419999997,7.0,44.37418633041849,2022-06-30 00:35:23
198,512.10025551,6.0,46.69117747092395,2022-06-30 01:06:12
199,431.91016886000006,7.0,33.73946705684888,2022-06-30 00:07:01
200,419.0254853,6.0,36.30680904470882,2022-06-30 00:05:02
201,466.89815008999994,7.0,31.64263054693672,2022-06-30 00:07:42
202,463.21653118999996,8.0,44.76022043357914,2022-06-30 00:07:26
203,381.08551185,7.0,54.29423815233797,2022-06-30 00:08:56
204,472.24870497999996,7.0,40.98399283163337,2022-06-30 00:09:44
205,538.4480681299999,7.0,44.64437859633405,2022-06-30 01:23:17
206,408.73948158999997,5.0,52.17108703824145,2022-06-30 00:21:19
207,421.48726788999994,8.0,40.261325074546676,2022-06-30 00:39:42
208,429.38391948,7.0,48.63172274087167,2022-06-30 00:28:59
209,583.66635437,7.0,39.787852327489595,2022-06-30 01:36:09
210,439.57914503,5.0,38.42473427993432,2022-06-30 00:31:09
211,547.82890866,7.0,40.00926280074351,2022-06-30 00:38:50
212,501.10111003,8.0,47.19220137698035,2022-06-30 00:58:25
213,563.4309128499999,7.0,38.28148466844472,2022-06-30 01:10:07
214,492.37812210000004,7.0,35.9988543603379,2022-06-30 00:33:12
215,378.77547173000005,8.0,44.091674299940564,2022-06-30 00:12:05
216,522.56538588,8.0,38.36113192297041,2022-06-30 01:05:58
217,420.9752845400001,7.0,44.13694851126311,2022-06-30 00:30:32
218,445.63487866,7.0,45.26150834631528,2022-06-30 00:21:49
219,499.19035545,9.0,39.61694658589512,2022-06-30 00:32:01
220,343.7632052,7.0,50.690803583519894,2022-06-30 00:17:44
221,492.24827911,8.0,50.055565431473646,2022-06-30 00:55:22
222,631.7683221399999,7.0,35.32591523291189,2022-06-30 01:31:59
223,407.53242748,7.0,51.058648699523545,2022-06-30 00:38:10
224,430.43105474,8.0,41.310900231550576,2022-06-30 00:33:44
225,504.21078557,8.0,34.51730314844899,2022-06-30 00:22:02
226,515.0899219500001,7.0,36.139831937128754,2022-06-30 00:39:48
227,558.68603382,9.0,42.53991768102553,2022-06-30 01:02:38
228,368.51595881000003,8.0,47.91632511319992,2022-06-30 00:05:19
229,443.29260664000003,6.0,39.15111548224315,2022-06-30 00:17:08
230,412.70480204,9.0,53.18076460666381,2022-06-30 00:34:57
231,469.67390412,7.0,44.054709512498555,2022-06-30 01:04:45
232,427.63687805999996,6.0,33.03259127590598,2022-06-30 00:12:43
233,470.10021570000004,7.0,40.131765350968685,2022-06-30 00:10:33
234,409.35613312,8.0,47.71499517107152,2022-06-30 00:31:50
235,493.35890787,6.0,31.244607110665136,2022-06-30 00:31:53
236,331.44519346000004,7.0,52.38717515825725,2022-06-30 00:20:09
237,575.8046296100001,7.0,39.21332596934895,2022-06-30 00:46:30
238,300.5310481,7.0,71.3492769200381,2022-06-30 00:28:30
239,475.83953782,6.0,32.814923993851394,2022-06-30 00:37:08
240,334.89418622999995,7.0,57.65942971315714,2022-06-30 00:20:31
241,456.18324095,6.0,32.644398090646945,2022-06-30 00:09:53
242,368.05117329,9.0,38.72515319396744,2022-06-30 00:27:44
243,497.47366404999997,7.0,33.32128543996805,2022-06-30 00:16:34
244,270.95787594,6.0,65.39774357811072,2022-06-30 00:27:02
245,425.80468441000005,9.0,48.75407190736585,2022-06-30 00:34:19
246,522.99833003,6.0,36.67765875471223,2022-06-30 00:30:59
247,485.60062409,7.0,39.41622902923733,2022-06-30 00:14:05
248,635.1298159,8.0,23.625910281228755,2022-06-30 01:21:39
249,361.85738184999997,8.0,54.18226289257393,2022-06-30 00:47:35
250,467.35212089,7.0,46.77459088616199,2022-06-30 00:40:22
251,453.53266274,8.0,32.456706251036586,2022-06-30 00:13:53
252,587.35237646,8.0,31.579555221170395,2022-06-30 00:50:19
253,444.32270133,7.0,29.067159536096106,2022-06-30 00:22:28
254,361.96479869,5.0,48.29386784318966,2022-06-30 00:30:20
255,468.88227492999994,9.0,37.20264029728011,2022-06-30 00:39:18
256,516.42573159,7.0,34.349177400542864,2022-06-30 00:18:29
257,493.19560979000005,6.0,27.81263944627498,2022-06-30 00:38:12
258,424.64802968000004,7.0,54.706064317509124,2022-06-30 00:45:36
259,582.23263004,8.0,40.61133787951696,2022-06-30 00:34:49
260,514.8077008800001,8.0,40.76693339497499,2022-06-30 00:55:16
261,347.66434357,6.0,55.661110240018076,2022-06-30 00:43:41
262,582.99068547,7.0,23.446385039372174,2022-06-30 00:16:20
263,557.5140979600001,7.0,28.724142552072767,2022-06-30 00:55:27
264,290.31099111,7.0,56.40248668444042,2022-06-30 00:21:25
265,518.69647136,6.0,27.208944250486226,2022-06-30 00:07:18
266,392.40105203,5.0,46.11168021717972,2022-06-30 00:14:22
267,500.20600493999996,7.0,31.596296043388485,2022-06-30 00:20:27
268,436.98707744,7.0,42.45699640767319,2022-06-30 00:29:52
269,327.09068864,10.0,56.579125253616795,2022-06-30 00:28:23
270,468.89159512,6.0,31.049004775542848,2022-06-30 00:09:46
271,436.74485828999997,7.0,49.18717063189058,2022-06-30 00:26:51
272,454.70664864,8.0,45.15202072333957,2022-06-30 00:38:02
273,347.83074811,7.0,47.79388508706381,2022-06-30 00:08:54
274,373.01128495,7.0,56.35434382947664,2022-06-30 00:46:19
275,493.20856123,7.0,25.235915458568755,2022-06-30 00:09:58
276,550.9139609399999,7.0,47.92554968092089,2022-06-30 01:30:02
277,572.19031065,7.0,37.74021830080342,2022-06-30 00:44:39
278,361.24166505000005,7.0,62.7164388569355,2022-06-30 00:42:10
279,478.99874253,8.0,30.054864510380913,2022-06-30 00:14:57
280,432.52602995,6.0,44.62026591643303,2022-06-30 00:37:10
281,489.46714210000005,6.0,39.922316779051485,2022-06-30 01:04:45
282,526.4965754100001,7.0,32.8021228646978,2022-06-30 00:26:10
283,458.10303696000005,6.0,37.71914179510481,2022-06-30 00:21:07
284,542.27254583,5.0,31.229686879900683,2022-06-30 00:51:15
285,576.3003309600001,7.0,35.46910869957702,2022-06-30 00:53:12
286,513.260249,7.0,35.096294077136875,2022-06-30 00:21:50
287,514.73922806,8.0,37.24512329823519,2022-06-30 00:49:11
288,442.44122071000004,8.0,43.20229906425639,2022-06-30 00:34:02
289,542.41410908,7.0,34.93107709204224,2022-06-30 00:49:44
290,485.02989120999996,9.0,40.833545808508596,2022-06-30 00:36:40
291,428.09363068,7.0,45.07946926765145,2022-06-30 00:29:24
292,363.56311109,8.0,53.35052870466872,2022-06-30 00:32:03
293,507.29364336000003,9.0,35.5661139725465,2022-06-30 00:28:37
294,486.53006711,8.0,37.64898356044572,2022-06-30 00:25:48
295,502.29687620000004,6.0,36.43929123429375,2022-06-30 00:22:39
296,559.41728715,7.0,31.166396446936865,2022-06-30 00:48:45
297,571.8724224000001,6.0,29.238045714204347,2022-06-30 00:24:52
298,441.30774711,7.0,39.76471491916137,2022-06-30 00:08:38
299,386.16741207000007,6.0,47.32584776851934,2022-06-30 00:09:45
