司机id,总收益,总跑单量,总空载距离,完成最后一单的时刻
90,364.13029695,3.0,51.6726015766667,2022-06-30 00:08:23
91,463.31866177999996,4.0,51.923601190055884,2022-06-30 00:56:26
92,476.69354784,5.0,50.39238280560204,2022-06-30 01:23:53
93,372.50578319,4.0,95.39218486881985,2022-06-30 02:25:04
94,439.99267442,4.0,75.1079329201502,2022-06-30 02:06:55
95,460.45333064,4.0,44.686787266188865,2022-06-30 00:43:36
96,354.63938042,4.0,74.64948745601549,2022-06-30 01:25:01
97,369.68482448,4.0,59.7214041150963,2022-06-30 00:48:26
98,324.10388066999997,3.0,70.2439591086936,2022-06-30 00:36:57
99,447.88616607,4.0,77.98663587383896,2022-06-30 02:07:08
100,344.0454817,3.0,51.289162326925585,2022-06-30 00:10:59
101,257.08225186,3.0,66.36693895843537,2022-06-30 00:11:13
102,405.4351335,3.0,49.2263753302871,2022-06-30 00:28:52
103,442.94842059,4.0,40.51679121392844,2022-06-30 00:15:20
104,365.3493262,3.0,81.61098973513843,2022-06-30 01:42:51
105,358.0908762,3.0,59.389399360125054,2022-06-30 00:17:49
106,423.98022455,4.0,54.879532493463174,2022-06-30 00:34:55
107,454.31489053999996,4.0,66.32796672681992,2022-06-30 01:27:44
108,415.35179722,4.0,56.21295862654047,2022-06-30 01:23:38
109,409.88482892999997,4.0,57.40454267702453,2022-06-30 01:23:28
110,372.02731457000004,4.0,64.58917099428942,2022-06-30 01:01:05
111,457.60862,4.0,78.66845451824085,2022-06-30 02:05:29
112,487.22340026999996,4.0,39.50564928531063,2022-06-30 00:34:10
113,330.24148335,3.0,63.14662459121374,2022-06-30 00:13:20
114,340.6490621,3.0,87.59680805864441,2022-06-30 01:30:08
115,562.1286573499999,5.0,51.05395410522645,2022-06-30 02:02:00
116,384.1945315,3.0,41.227695004575054,2022-06-30 00:09:50
117,392.46797549999997,3.0,69.86601913274255,2022-06-30 01:43:58
118,421.67391996000003,4.0,74.28053205320994,2022-06-30 02:06:08
119,400.41208342999994,4.0,50.562555585075636,2022-06-30 00:14:36
120,424.51273561000005,4.0,86.13993095492191,2022-06-30 02:49:10
121,371.323212,3.0,61.15944640537343,2022-06-30 00:55:58
122,318.4650793,3.0,59.777305377489434,2022-06-30 00:14:44
123,448.86137463,4.0,66.7319547207563,2022-06-30 01:51:44
124,439.44524597000003,4.0,73.08412607883774,2022-06-30 01:59:42
125,438.47374974,4.0,63.109500197415116,2022-06-30 01:15:28
126,311.17652773,3.0,73.68727431628872,2022-06-30 00:49:56
127,389.04475350999996,4.0,69.7343583981031,2022-06-30 01:34:49
128,335.28474132,3.0,63.04325452190387,2022-06-30 00:35:53
129,340.34140445,3.0,65.05818250025244,2022-06-30 00:34:30
130,247.02366204999998,3.0,81.09058242926525,2022-06-30 00:22:09
131,356.2457406,3.0,63.98198838428162,2022-06-30 00:46:33
132,381.3225301,3.0,62.431361946992794,2022-06-30 01:10:13
133,382.57920724999997,4.0,89.84864891893294,2022-06-30 02:29:25
134,471.54937459999996,4.0,62.07342368560498,2022-06-30 01:41:42
135,445.65096446999996,4.0,57.23106490465794,2022-06-30 00:55:09
136,475.2343321000001,4.0,30.39579444205379,2022-06-30 00:16:01
137,374.39089651,3.0,52.89109442796393,2022-06-30 00:28:41
138,429.44160611,5.0,61.07438289744358,2022-06-30 01:07:06
139,382.5312817,3.0,66.25803137176591,2022-06-30 01:09:04
140,369.5904946,3.0,73.22288742145955,2022-06-30 01:29:07
141,286.65532802,3.0,70.265738811619,2022-06-30 00:30:13
142,451.6761988,4.0,37.54358728165795,2022-06-30 00:20:29
143,386.40731959999994,4.0,54.98558158696809,2022-06-30 00:47:01
144,411.93843564,4.0,42.1108015641495,2022-06-30 00:09:15
145,351.18592961,3.0,63.50978635330705,2022-06-30 00:49:20
146,354.21914215000004,4.0,61.598046726952546,2022-06-30 00:32:27
147,415.89396239999996,4.0,78.73076935703162,2022-06-30 02:07:49
148,474.33865210000005,4.0,66.35496599747894,2022-06-30 01:57:04
149,405.4812391,3.0,57.07801124011129,2022-06-30 01:17:20
150,323.12071541,4.0,82.24205815259825,2022-06-30 01:21:50
151,511.56901382,5.0,47.32470476002652,2022-06-30 01:21:50
152,408.90452013000004,4.0,55.65352135495886,2022-06-30 00:27:39
153,446.83467033,4.0,72.03560484981473,2022-06-30 01:46:21
154,469.79174039,5.0,49.320089575659935,2022-06-30 01:18:12
155,337.24127971,3.0,61.39186161375406,2022-06-30 00:30:40
156,444.823278,4.0,35.23885703468311,2022-06-30 00:18:40
157,370.1137901,3.0,68.13582726990099,2022-06-30 01:07:59
158,356.04991213,4.0,61.35517963339348,2022-06-30 00:45:23
159,450.98052251999997,4.0,64.7242712744301,2022-06-30 01:40:37
160,421.57731092,4.0,66.71316686815787,2022-06-30 01:18:54
161,503.21574412,4.0,41.35847451375616,2022-06-30 00:59:38
162,382.61118922,4.0,53.24322596138052,2022-06-30 00:25:32
163,430.6819848,3.0,37.54919309537462,2022-06-30 00:18:44
164,390.86252922000006,4.0,73.62879767146165,2022-06-30 01:37:04
165,417.82113454999995,4.0,60.809730899430555,2022-06-30 00:51:11
166,419.64997262,4.0,58.962852357946645,2022-06-30 01:25:14
167,370.3633592,4.0,62.556352843762646,2022-06-30 00:54:33
168,517.0695952,4.0,38.21200881773379,2022-06-30 00:57:12
169,325.79061779000006,3.0,66.56914906149909,2022-06-30 00:35:44
170,494.46849757,4.0,53.31307301197063,2022-06-30 01:25:09
171,358.92018410000003,3.0,60.250574907345,2022-06-30 00:30:55
172,431.42202907999996,4.0,65.25594446909355,2022-06-30 01:37:13
173,439.96990198000003,4.0,60.3046132423997,2022-06-30 01:23:35
174,454.50640737000003,4.0,49.59875957776004,2022-06-30 00:48:04
175,391.92754030000003,4.0,70.07764869048594,2022-06-30 01:17:28
176,356.7774042,4.0,75.8655451101379,2022-06-30 01:25:26
177,397.763998,4.0,47.42717023553834,2022-06-30 00:33:12
178,385.99619029999997,3.0,51.520170885478414,2022-06-30 00:23:36
179,352.77510587,3.0,55.14805163624354,2022-06-30 00:27:40
180,425.04874108,4.0,64.6797085118547,2022-06-30 00:57:43
181,454.9398033,4.0,47.421021999256226,2022-06-30 00:43:11
182,371.15071190000003,3.0,67.56968625589522,2022-06-30 01:14:09
183,356.46014286,3.0,65.71459809235324,2022-06-30 00:55:40
184,376.89012890000004,3.0,50.19559501024572,2022-06-30 00:25:53
185,333.6623436,3.0,67.32965178198671,2022-06-30 00:42:54
186,402.78313962,4.0,67.5962126987678,2022-06-30 01:11:06
187,360.59719467,4.0,82.98506339006336,2022-06-30 01:44:30
188,380.3649125,3.0,71.52762267122205,2022-06-30 01:34:28
189,471.5801082,4.0,68.91139009636434,2022-06-30 02:00:17
190,399.5430484,4.0,49.735701680891324,2022-06-30 00:24:00
191,461.84320599,4.0,63.99185263733855,2022-06-30 01:45:47
192,413.25765095,4.0,34.340973953631995,2022-06-30 00:21:09
193,378.18594457,4.0,45.94192200604822,2022-06-30 00:22:58
194,325.89846465,3.0,65.96900798648319,2022-06-30 00:29:05
195,329.20474459,3.0,64.50386845846621,2022-06-30 00:32:26
196,467.57183221,5.0,43.809846567712945,2022-06-30 00:55:13
197,367.9660234,3.0,62.252811776367054,2022-06-30 00:47:32
198,424.20872617000003,4.0,67.9439070343831,2022-06-30 01:18:24
199,356.2275725,3.0,62.650120456822606,2022-06-30 00:29:43
200,269.47987143,3.0,61.50818165381479,2022-06-30 00:09:33
201,352.5762112,3.0,59.81117725057599,2022-06-30 00:37:50
202,496.31325846,4.0,59.431543684005305,2022-06-30 01:48:02
203,435.67244913,4.0,83.0588593337925,2022-06-30 02:31:21
204,331.93285660000004,3.0,69.13297186412771,2022-06-30 00:35:45
205,380.35518060000004,3.0,72.3502014360541,2022-06-30 01:35:50
206,492.9560939,4.0,61.20854532142503,2022-06-30 01:52:33
207,456.340094,4.0,53.04922014273502,2022-06-30 01:04:21
208,432.87146665,4.0,62.169918922613554,2022-06-30 00:59:31
209,462.96875020000004,4.0,32.652396006533905,2022-06-30 00:28:07
210,334.55796621,4.0,66.81078627560501,2022-06-30 00:49:06
211,337.3329088,3.0,60.74082302592551,2022-06-30 00:27:53
212,510.9388281700001,5.0,38.903597297092276,2022-06-30 00:59:16
213,470.37948119000004,4.0,49.87117885286742,2022-06-30 01:18:57
214,390.24917335,4.0,51.761529392517275,2022-06-30 00:42:51
215,314.43677549,3.0,80.32513694268349,2022-06-30 01:06:23
216,427.06408459999994,4.0,52.57225602712856,2022-06-30 00:36:41
217,338.90984428999997,4.0,64.8817376445937,2022-06-30 00:39:20
218,403.52429435,4.0,69.29367664424919,2022-06-30 01:52:17
219,333.1922825,3.0,65.85776331872879,2022-06-30 00:40:21
220,398.83352398,4.0,70.22270035686789,2022-06-30 01:23:53
221,437.24058158,4.0,63.96712123835511,2022-06-30 01:11:59
222,401.25298825,4.0,78.90005612029523,2022-06-30 01:42:13
223,441.40550208999997,4.0,71.9503956734739,2022-06-30 01:40:58
224,526.46561047,5.0,51.683417373104206,2022-06-30 01:27:39
225,424.56837606,4.0,71.4274703849443,2022-06-30 01:22:38
226,441.91943148,4.0,51.838557502544276,2022-06-30 00:36:54
227,390.0338263,3.0,57.27258197541684,2022-06-30 00:36:07
228,386.8680527,3.0,61.485458407155015,2022-06-30 01:00:45
229,354.63132373999997,4.0,79.61103246023981,2022-06-30 01:33:09
230,377.8581714,3.0,41.63026955668725,2022-06-30 00:12:08
231,400.84085527999997,4.0,69.18618691276805,2022-06-30 01:31:06
232,368.74533710000003,3.0,62.13140464049697,2022-06-30 00:50:47
233,291.05347739,3.0,64.23905787071746,2022-06-30 00:32:00
234,387.79261574,4.0,72.82173572336411,2022-06-30 01:21:31
235,376.75567141000005,4.0,63.20733476880974,2022-06-30 01:17:04
236,370.29418250000003,3.0,61.22204505323562,2022-06-30 00:35:21
237,352.4829787,4.0,81.69495047086977,2022-06-30 01:26:26
238,421.36751852000003,4.0,75.57190657976923,2022-06-30 01:57:49
239,464.2388892,4.0,62.166640692549876,2022-06-30 01:51:25
240,360.25705616999994,4.0,69.5842683003915,2022-06-30 00:51:10
241,374.46825621000005,4.0,68.44182154504277,2022-06-30 01:26:38
242,439.94216556999993,4.0,80.61856886148884,2022-06-30 01:58:37
243,421.01047293,4.0,74.82323380187418,2022-06-30 01:57:16
244,379.92565564,4.0,54.06008224049636,2022-06-30 00:17:58
245,485.79557344000006,4.0,71.93956774960586,2022-06-30 02:13:45
246,450.22175329000004,4.0,90.33543037788394,2022-06-30 02:30:13
247,445.75421962999997,4.0,76.14432652089775,2022-06-30 01:53:16
248,398.07231786,4.0,63.89491704069212,2022-06-30 01:27:09
249,437.13340355,4.0,57.00747424976525,2022-06-30 00:49:00
250,453.1475017,4.0,49.91819898809473,2022-06-30 01:06:57
251,353.88254983,3.0,79.960635564267,2022-06-30 01:26:24
252,369.88486792000003,4.0,59.39233703311816,2022-06-30 00:52:58
253,387.71829888999997,3.0,41.4683432939258,2022-06-30 00:17:11
254,439.54556184,4.0,74.85609155882261,2022-06-30 01:36:50
255,496.69178029,5.0,64.53446763971,2022-06-30 01:31:41
256,361.8559011,3.0,78.86994465208122,2022-06-30 01:14:21
257,424.00599834,4.0,82.28196901314311,2022-06-30 02:12:44
258,364.64931939999997,3.0,60.206015838440365,2022-06-30 00:40:10
259,284.67906369,3.0,75.45912924835227,2022-06-30 00:53:12
260,338.5059444,3.0,55.50579174187246,2022-06-30 00:19:49
261,320.64588836,3.0,67.82071813991172,2022-06-30 00:25:23
262,433.60200037000004,4.0,74.56249129253929,2022-06-30 01:54:29
263,376.6410201,3.0,43.964501146331116,2022-06-30 00:08:53
264,377.4852999,3.0,56.79033597329966,2022-06-30 00:49:11
265,428.23165947,4.0,59.37843180570802,2022-06-30 01:16:01
266,373.37386522,4.0,73.33593182557738,2022-06-30 01:36:16
267,451.78870302,4.0,69.84127648284135,2022-06-30 02:03:52
268,475.0146628,4.0,55.474218802309096,2022-06-30 01:27:30
269,462.8289439,4.0,36.40067461753487,2022-06-30 00:16:42
270,354.50391042,3.0,56.847653348813274,2022-06-30 00:29:50
271,458.31397112,4.0,85.83291278029498,2022-06-30 02:28:31
272,447.05137579999996,4.0,56.44525978314928,2022-06-30 01:12:58
273,285.95905254,3.0,63.60822718367071,2022-06-30 00:28:52
274,288.06880036999996,3.0,65.02657571275107,2022-06-30 00:10:32
275,357.6039874,3.0,51.631102093420296,2022-06-30 00:22:17
276,421.97120261,4.0,70.69842023673232,2022-06-30 01:38:34
277,333.41729047,3.0,64.24100510985546,2022-06-30 00:11:54
278,317.64880099,3.0,76.89882289832387,2022-06-30 01:02:02
279,364.394079,3.0,72.19717124124372,2022-06-30 01:07:13
280,366.31555522,4.0,80.24644751624635,2022-06-30 01:31:18
281,414.29068413999994,4.0,75.28063817082482,2022-06-30 01:36:49
282,351.9957044,4.0,85.26628085961363,2022-06-30 01:18:13
283,472.4172346,4.0,56.34650411696127,2022-06-30 01:39:00
284,405.91755776,4.0,61.02282368831264,2022-06-30 01:12:54
285,389.83174204000005,4.0,57.97373194524813,2022-06-30 00:46:55
286,422.17934622999996,4.0,71.26304690286732,2022-06-30 01:35:21
287,474.50078047,4.0,72.86000591155432,2022-06-30 01:57:47
288,563.95595262,5.0,58.64654134584738,2022-06-30 02:02:05
289,454.05012519999997,4.0,82.56714215512591,2022-06-30 02:09:55
290,461.43270791,4.0,87.31104076493052,2022-06-30 02:29:07
291,453.85912988999996,4.0,66.9496900410374,2022-06-30 01:25:10
292,407.03113157999996,4.0,57.178938140267825,2022-06-30 00:46:58
293,420.48118404,4.0,80.37120670248653,2022-06-30 01:55:05
294,475.85325913,4.0,64.06685036947509,2022-06-30 02:00:40
295,440.03261585,4.0,50.27773409941406,2022-06-30 00:56:59
296,435.79683663,4.0,77.33473544103558,2022-06-30 01:43:04
297,426.39147843,4.0,55.31910780563659,2022-06-30 00:44:00
298,386.58991559000003,4.0,60.13062285122121,2022-06-30 01:11:38
299,345.27361566,3.0,75.57297226977167,2022-06-30 00:50:19
